date,city,latitude,longitude,temperature_c,humidity_percent,wind_speed_mps,day_of_week,hour,is_weekend,day_of_year,pm25
08/06/2021,Olympia,47.0379,-122.9007,7.45,44.8,2.8,1,0,0,159,8.67
09/06/2021,Olympia,47.0379,-122.9007,19.69,57.7,9.8,2,0,0,160,16.72
10/06/2021,Olympia,47.0379,-122.9007,12.93,31.8,8.5,3,0,0,161,16.8
11/06/2021,Olympia,47.0379,-122.9007,17.13,45.4,7.4,4,0,0,162,14.08
12/06/2021,Olympia,47.0379,-122.9007,21.84,61.8,3.4,5,0,1,163,10.4
13/06/2021,Olympia,47.0379,-122.9007,16.14,66,4,6,0,1,164,14.65
14/06/2021,Olympia,47.0379,-122.9007,23.63,65.7,3.4,0,0,0,165,14.23
15/06/2021,Olympia,47.0379,-122.9007,8.96,42.6,8.1,1,0,0,166,12.66
16/06/2021,Olympia,47.0379,-122.9007,11.64,80.7,6,2,0,0,167,9.25
17/06/2021,Olympia,47.0379,-122.9007,22.78,42.8,6.6,3,0,0,168,15.91
18/06/2021,Olympia,47.0379,-122.9007,20.23,47.9,3.4,4,0,0,169,14.29
19/06/2021,Olympia,47.0379,-122.9007,11.86,39.5,6.1,5,0,1,170,16.42
20/06/2021,Olympia,47.0379,-122.9007,9.03,59.1,8.2,6,0,1,171,18.05
21/06/2021,Olympia,47.0379,-122.9007,17.35,80.7,3.1,0,0,0,172,10.45
22/06/2021,Olympia,47.0379,-122.9007,6.81,84.9,1.3,1,0,0,173,10.7
23/06/2021,Olympia,47.0379,-122.9007,19.45,76.7,7,2,0,0,174,16.18
24/06/2021,Olympia,47.0379,-122.9007,19.69,83,6.3,3,0,0,175,9.36
25/06/2021,Olympia,47.0379,-122.9007,25.36,60.1,8.6,4,0,0,176,9.92
26/06/2021,Olympia,47.0379,-122.9007,24.47,82.4,6.4,5,0,1,177,9.73
27/06/2021,Olympia,47.0379,-122.9007,26.35,75,6.2,6,0,1,178,15.91
28/06/2021,Olympia,47.0379,-122.9007,15.34,43,2.3,0,0,0,179,11.09
29/06/2021,Olympia,47.0379,-122.9007,20.37,60.6,3.1,1,0,0,180,17.48
30/06/2021,Olympia,47.0379,-122.9007,18.03,51.2,1.2,2,0,0,181,8.43
01/07/2021,Olympia,47.0379,-122.9007,20.6,35.6,3.6,3,0,0,182,10.76
02/07/2021,Olympia,47.0379,-122.9007,16.76,76.6,4.2,4,0,0,183,13.37
03/07/2021,Olympia,47.0379,-122.9007,19.64,31.9,2,5,0,1,184,9.31
04/07/2021,Olympia,47.0379,-122.9007,16.98,34.4,3.9,6,0,1,185,11.01
05/07/2021,Olympia,47.0379,-122.9007,12.38,54.9,1.3,0,0,0,186,10.95
06/07/2021,Olympia,47.0379,-122.9007,21.72,60.4,1.9,1,0,0,187,16.51
07/07/2021,Olympia,47.0379,-122.9007,16.93,53.1,0.7,2,0,0,188,8.12
08/07/2021,Olympia,47.0379,-122.9007,10.64,67.8,6.8,3,0,0,189,11.42
09/07/2021,Olympia,47.0379,-122.9007,10.46,85.5,6.2,4,0,0,190,12.46
10/07/2021,Olympia,47.0379,-122.9007,8.94,36.7,3,5,0,1,191,11.33
11/07/2021,Olympia,47.0379,-122.9007,11.52,81.7,8.8,6,0,1,192,15.91
12/07/2021,Olympia,47.0379,-122.9007,24.29,36.7,7.8,0,0,0,193,7.72
13/07/2021,Olympia,47.0379,-122.9007,16.35,45.4,8.9,1,0,0,194,11.74
14/07/2021,Olympia,47.0379,-122.9007,5.64,41.5,6.8,2,0,0,195,12.6
15/07/2021,Olympia,47.0379,-122.9007,16.51,87.3,6.6,3,0,0,196,9.5
16/07/2021,Olympia,47.0379,-122.9007,6.61,63.6,5.9,4,0,0,197,11.08
17/07/2021,Olympia,47.0379,-122.9007,20.92,84.2,2.1,5,0,1,198,14.88
18/07/2021,Olympia,47.0379,-122.9007,17.93,40.1,4.4,6,0,1,199,16.08
19/07/2021,Olympia,47.0379,-122.9007,16.05,56.4,0.6,0,0,0,200,16.6
20/07/2021,Olympia,47.0379,-122.9007,21.05,80.1,1.7,1,0,0,201,13.02
21/07/2021,Olympia,47.0379,-122.9007,14.43,86.4,5.9,2,0,0,202,12.16
22/07/2021,Olympia,47.0379,-122.9007,8.93,67,7.1,3,0,0,203,13.26
23/07/2021,Olympia,47.0379,-122.9007,21.37,80.2,5.2,4,0,0,204,16.29
24/07/2021,Olympia,47.0379,-122.9007,22.66,73.2,1.3,5,0,1,205,11.71
25/07/2021,Olympia,47.0379,-122.9007,18,35.4,4.8,6,0,1,206,13.7
26/07/2021,Olympia,47.0379,-122.9007,12.75,65.3,0.8,0,0,0,207,10.83
27/07/2021,Olympia,47.0379,-122.9007,10.13,30.6,4.1,1,0,0,208,10.72
28/07/2021,Olympia,47.0379,-122.9007,6.58,33.8,3.8,2,0,0,209,7.58
29/07/2021,Olympia,47.0379,-122.9007,15.61,89.7,5,3,0,0,210,14.62
30/07/2021,Olympia,47.0379,-122.9007,7.55,72.5,2.7,4,0,0,211,11.09
31/07/2021,Olympia,47.0379,-122.9007,5.94,81,0.8,5,0,1,212,8.07
01/08/2021,Olympia,47.0379,-122.9007,22.2,87.1,6.7,6,0,1,213,10.26
02/08/2021,Olympia,47.0379,-122.9007,5.98,74.1,5.7,0,0,0,214,13.31
03/08/2021,Olympia,47.0379,-122.9007,4.76,51.7,9.3,1,0,0,215,8.18
04/08/2021,Olympia,47.0379,-122.9007,16.82,81.4,8.5,2,0,0,216,14.43
05/08/2021,Olympia,47.0379,-122.9007,8.36,40.6,4.9,3,0,0,217,8.66
06/08/2021,Olympia,47.0379,-122.9007,4.05,38.3,9.9,4,0,0,218,6.67
07/08/2021,Olympia,47.0379,-122.9007,7.23,37.3,1.5,5,0,1,219,8.64
08/08/2021,Olympia,47.0379,-122.9007,16.79,44.5,5.9,6,0,1,220,15.15
09/08/2021,Olympia,47.0379,-122.9007,12.38,74.1,5.8,0,0,0,221,8.68
10/08/2021,Olympia,47.0379,-122.9007,15.66,57.8,3.6,1,0,0,222,15.09
11/08/2021,Olympia,47.0379,-122.9007,6.8,45.6,2.6,2,0,0,223,7.61
12/08/2021,Olympia,47.0379,-122.9007,14.74,33.6,8.4,3,0,0,224,9.74
13/08/2021,Olympia,47.0379,-122.9007,17.94,46.3,2.5,4,0,0,225,11.44
14/08/2021,Olympia,47.0379,-122.9007,21.11,38.4,4.1,5,0,1,226,5.83
15/08/2021,Olympia,47.0379,-122.9007,5.22,55.8,3.8,6,0,1,227,7.34
16/08/2021,Olympia,47.0379,-122.9007,21.34,39.7,7.6,0,0,0,228,12.17
17/08/2021,Olympia,47.0379,-122.9007,14.88,35.1,8.7,1,0,0,229,13.8
18/08/2021,Olympia,47.0379,-122.9007,22.23,34.9,8.4,2,0,0,230,15.54
19/08/2021,Olympia,47.0379,-122.9007,4,65.9,7.1,3,0,0,231,10.49
20/08/2021,Olympia,47.0379,-122.9007,11.14,67.2,10,4,0,0,232,13.86
21/08/2021,Olympia,47.0379,-122.9007,20.11,50.2,4.5,5,0,1,233,10.76
22/08/2021,Olympia,47.0379,-122.9007,9.34,86.9,1.9,6,0,1,234,10.74
23/08/2021,Olympia,47.0379,-122.9007,5.1,73.5,0.6,0,0,0,235,8.66
24/08/2021,Olympia,47.0379,-122.9007,5.51,41.9,4,1,0,0,236,7.21
25/08/2021,Olympia,47.0379,-122.9007,12.3,55,4.7,2,0,0,237,9.54
26/08/2021,Olympia,47.0379,-122.9007,19.08,62.4,1.7,3,0,0,238,14.09
27/08/2021,Olympia,47.0379,-122.9007,8.77,51.3,4.3,4,0,0,239,12.61
28/08/2021,Olympia,47.0379,-122.9007,15.86,52.2,7.4,5,0,1,240,11.05
29/08/2021,Olympia,47.0379,-122.9007,5.86,86.6,3.7,6,0,1,241,13.76
30/08/2021,Olympia,47.0379,-122.9007,7.32,63.9,8.5,0,0,0,242,11.3
31/08/2021,Olympia,47.0379,-122.9007,23,51.6,2,1,0,0,243,13.91
01/09/2021,Olympia,47.0379,-122.9007,11.47,52.1,5.1,2,0,0,244,8.88
02/09/2021,Olympia,47.0379,-122.9007,18.15,80.5,4.2,3,0,0,245,7.48
03/09/2021,Olympia,47.0379,-122.9007,16.77,31.1,8.2,4,0,0,246,5.85
04/09/2021,Olympia,47.0379,-122.9007,9.2,34.9,9.4,5,0,1,247,13.27
05/09/2021,Olympia,47.0379,-122.9007,8.98,63.6,6.7,6,0,1,248,12.98
06/09/2021,Olympia,47.0379,-122.9007,3.23,64.5,9.3,0,0,0,249,7.12
07/09/2021,Olympia,47.0379,-122.9007,14.12,88.7,1.6,1,0,0,250,7.25
08/09/2021,Olympia,47.0379,-122.9007,11.35,48.7,3.1,2,0,0,251,10.07
09/09/2021,Olympia,47.0379,-122.9007,9.62,52.5,4.7,3,0,0,252,7.43
10/09/2021,Olympia,47.0379,-122.9007,5.2,86,8,4,0,0,253,8.01
11/09/2021,Olympia,47.0379,-122.9007,10.31,52.8,9.9,5,0,1,254,9.39
12/09/2021,Olympia,47.0379,-122.9007,20.75,56.6,7.6,6,0,1,255,12.42
13/09/2021,Olympia,47.0379,-122.9007,10.03,57.1,1.2,0,0,0,256,5.09
14/09/2021,Olympia,47.0379,-122.9007,16.44,76,5.1,1,0,0,257,8.29
15/09/2021,Olympia,47.0379,-122.9007,7.72,64.9,1.1,2,0,0,258,12.28
16/09/2021,Olympia,47.0379,-122.9007,4.82,70.5,6.9,3,0,0,259,10.66
17/09/2021,Olympia,47.0379,-122.9007,4.52,38.6,5.7,4,0,0,260,9.54
18/09/2021,Olympia,47.0379,-122.9007,12.88,43.8,8.3,5,0,1,261,14.02
19/09/2021,Olympia,47.0379,-122.9007,8.06,86.9,0.7,6,0,1,262,10.44
20/09/2021,Olympia,47.0379,-122.9007,13.02,89.3,5,0,0,0,263,14.38
21/09/2021,Olympia,47.0379,-122.9007,5.33,68.2,3.4,1,0,0,264,7
22/09/2021,Olympia,47.0379,-122.9007,14.36,42.6,9.3,2,0,0,265,14.33
23/09/2021,Olympia,47.0379,-122.9007,13.82,55.6,1.4,3,0,0,266,12.57
24/09/2021,Olympia,47.0379,-122.9007,11,32.8,9.5,4,0,0,267,9.08
25/09/2021,Olympia,47.0379,-122.9007,18.82,75.2,1.4,5,0,1,268,13.32
26/09/2021,Olympia,47.0379,-122.9007,14.91,39.5,1.4,6,0,1,269,9.35
27/09/2021,Olympia,47.0379,-122.9007,20.32,31.9,3.5,0,0,0,270,8.89
28/09/2021,Olympia,47.0379,-122.9007,17.81,63.4,1.3,1,0,0,271,12.81
29/09/2021,Olympia,47.0379,-122.9007,6.84,86.7,3.6,2,0,0,272,11.84
30/09/2021,Olympia,47.0379,-122.9007,8.76,62.1,3.8,3,0,0,273,8.71
01/10/2021,Olympia,47.0379,-122.9007,7.73,49.2,5.5,4,0,0,274,11.71
02/10/2021,Olympia,47.0379,-122.9007,6.67,83.1,7,5,0,1,275,5.84
03/10/2021,Olympia,47.0379,-122.9007,9.23,78.1,8.3,6,0,1,276,12.96
04/10/2021,Olympia,47.0379,-122.9007,5.95,66.6,8.2,0,0,0,277,9.23
05/10/2021,Olympia,47.0379,-122.9007,9.61,34.9,6.4,1,0,0,278,6.3
06/10/2021,Olympia,47.0379,-122.9007,3.75,44.8,8.1,2,0,0,279,10.85
07/10/2021,Olympia,47.0379,-122.9007,20.4,79.6,10,3,0,0,280,8.88
08/10/2021,Olympia,47.0379,-122.9007,21.62,60.6,9.4,4,0,0,281,13.09
09/10/2021,Olympia,47.0379,-122.9007,10.78,33,9,5,0,1,282,4.93
10/10/2021,Olympia,47.0379,-122.9007,2.22,30.7,9.8,6,0,1,283,8.55
11/10/2021,Olympia,47.0379,-122.9007,7.12,40.3,2.8,0,0,0,284,12.56
12/10/2021,Olympia,47.0379,-122.9007,9.47,46.9,1.6,1,0,0,285,11.43
13/10/2021,Olympia,47.0379,-122.9007,12.76,32.5,9.7,2,0,0,286,8.52
14/10/2021,Olympia,47.0379,-122.9007,3.21,68.9,9.9,3,0,0,287,6
15/10/2021,Olympia,47.0379,-122.9007,6.35,89.6,7.4,4,0,0,288,4.76
16/10/2021,Olympia,47.0379,-122.9007,17.42,73.5,0.6,5,0,1,289,7.71
17/10/2021,Olympia,47.0379,-122.9007,10.64,67.3,2.9,6,0,1,290,9.81
18/10/2021,Olympia,47.0379,-122.9007,14.68,57.3,7.2,0,0,0,291,11.32
19/10/2021,Olympia,47.0379,-122.9007,13.04,37.3,2.1,1,0,0,292,10.74
20/10/2021,Olympia,47.0379,-122.9007,10.46,75.5,1.3,2,0,0,293,9.37
21/10/2021,Olympia,47.0379,-122.9007,13.99,60.2,7,3,0,0,294,12.09
22/10/2021,Olympia,47.0379,-122.9007,6.38,86.7,5.4,4,0,0,295,11.59
23/10/2021,Olympia,47.0379,-122.9007,4.87,30.8,1.1,5,0,1,296,12.39
24/10/2021,Olympia,47.0379,-122.9007,9.37,65.6,6.8,6,0,1,297,6.86
25/10/2021,Olympia,47.0379,-122.9007,19.58,49.3,7.3,0,0,0,298,12.86
26/10/2021,Olympia,47.0379,-122.9007,3.73,35.9,1.6,1,0,0,299,13.77
27/10/2021,Olympia,47.0379,-122.9007,7.37,44.3,4.3,2,0,0,300,10.92
28/10/2021,Olympia,47.0379,-122.9007,16.55,64.1,2.1,3,0,0,301,7.66
29/10/2021,Olympia,47.0379,-122.9007,21.7,64.8,7.2,4,0,0,302,11.47
30/10/2021,Olympia,47.0379,-122.9007,19.87,88.4,0.7,5,0,1,303,10.81
31/10/2021,Olympia,47.0379,-122.9007,18.59,86.2,3.3,6,0,1,304,11.02
01/11/2021,Olympia,47.0379,-122.9007,14.2,86.6,1.1,0,0,0,305,8.25
02/11/2021,Olympia,47.0379,-122.9007,5.68,30.2,2.4,1,0,0,306,8.49
03/11/2021,Olympia,47.0379,-122.9007,21.29,69.6,6,2,0,0,307,9.5
04/11/2021,Olympia,47.0379,-122.9007,10.59,30.1,8.4,3,0,0,308,14.1
05/11/2021,Olympia,47.0379,-122.9007,20.96,40.1,3.8,4,0,0,309,13.04
06/11/2021,Olympia,47.0379,-122.9007,6.44,60.6,2.4,5,0,1,310,14.1
07/11/2021,Olympia,47.0379,-122.9007,18.38,66.6,0.9,6,0,1,311,8.8
08/11/2021,Olympia,47.0379,-122.9007,8.49,41.5,8.9,0,0,0,312,9.91
09/11/2021,Olympia,47.0379,-122.9007,13.56,41.3,2.9,1,0,0,313,9.58
10/11/2021,Olympia,47.0379,-122.9007,9.38,61.5,9.5,2,0,0,314,7.83
11/11/2021,Olympia,47.0379,-122.9007,13.31,79.3,3,3,0,0,315,9.32
12/11/2021,Olympia,47.0379,-122.9007,16.99,85,6.2,4,0,0,316,11.18
13/11/2021,Olympia,47.0379,-122.9007,5.3,30.8,2.4,5,0,1,317,5.31
14/11/2021,Olympia,47.0379,-122.9007,21.93,57.7,2.6,6,0,1,318,6.04
15/11/2021,Olympia,47.0379,-122.9007,16.35,55.6,1.3,0,0,0,319,9.95
16/11/2021,Olympia,47.0379,-122.9007,14.02,56.4,0.6,1,0,0,320,8.21
17/11/2021,Olympia,47.0379,-122.9007,17.52,70.7,4.7,2,0,0,321,5.31
18/11/2021,Olympia,47.0379,-122.9007,3.45,65.9,4.5,3,0,0,322,14.44
19/11/2021,Olympia,47.0379,-122.9007,2.42,34,0.6,4,0,0,323,6.52
20/11/2021,Olympia,47.0379,-122.9007,13.73,37.5,3.9,5,0,1,324,10.68
21/11/2021,Olympia,47.0379,-122.9007,13.98,82.6,9.1,6,0,1,325,8.55
22/11/2021,Olympia,47.0379,-122.9007,18.34,87.7,2,0,0,0,326,5.61
23/11/2021,Olympia,47.0379,-122.9007,15.48,66.2,1,1,0,0,327,10.64
24/11/2021,Olympia,47.0379,-122.9007,5.85,35.4,4.5,2,0,0,328,14.22
25/11/2021,Olympia,47.0379,-122.9007,3.91,59.2,5,3,0,0,329,5.98
26/11/2021,Olympia,47.0379,-122.9007,10.49,42.4,5.3,4,0,0,330,10.5
27/11/2021,Olympia,47.0379,-122.9007,15.42,52.8,6,5,0,1,331,10.49
28/11/2021,Olympia,47.0379,-122.9007,11.14,44.8,7.1,6,0,1,332,9.06
29/11/2021,Olympia,47.0379,-122.9007,6.32,81.8,4.7,0,0,0,333,6.85
30/11/2021,Olympia,47.0379,-122.9007,10.14,57.2,7.8,1,0,0,334,5.9
01/12/2021,Olympia,47.0379,-122.9007,19.58,38,2.8,2,0,0,335,13.2
02/12/2021,Olympia,47.0379,-122.9007,22.26,37.1,1.7,3,0,0,336,13.46
03/12/2021,Olympia,47.0379,-122.9007,10.42,54.6,8.3,4,0,0,337,11.71
04/12/2021,Olympia,47.0379,-122.9007,5.7,87,3.6,5,0,1,338,10.45
05/12/2021,Olympia,47.0379,-122.9007,8.86,87.7,0.7,6,0,1,339,11.56
06/12/2021,Olympia,47.0379,-122.9007,11.65,62.1,9.5,0,0,0,340,9.05
07/12/2021,Olympia,47.0379,-122.9007,21.08,57.1,7.1,1,0,0,341,10.67
08/12/2021,Olympia,47.0379,-122.9007,16.03,76.4,7.8,2,0,0,342,14.38
09/12/2021,Olympia,47.0379,-122.9007,17.15,46.3,8.9,3,0,0,343,6.48
10/12/2021,Olympia,47.0379,-122.9007,12.08,63,4.9,4,0,0,344,12.2
11/12/2021,Olympia,47.0379,-122.9007,12.99,73,6.9,5,0,1,345,8.88
12/12/2021,Olympia,47.0379,-122.9007,5.34,37.6,2.5,6,0,1,346,12.09
13/12/2021,Olympia,47.0379,-122.9007,15.15,34.7,1.2,0,0,0,347,11.36
14/12/2021,Olympia,47.0379,-122.9007,17.94,35.1,4,1,0,0,348,11.67
15/12/2021,Olympia,47.0379,-122.9007,19.02,48.5,9.4,2,0,0,349,15.57
16/12/2021,Olympia,47.0379,-122.9007,4.12,64.1,5.8,3,0,0,350,7.81
17/12/2021,Olympia,47.0379,-122.9007,4.76,39.3,2.9,4,0,0,351,5.83
18/12/2021,Olympia,47.0379,-122.9007,21.36,32.8,3.9,5,0,1,352,15.54
19/12/2021,Olympia,47.0379,-122.9007,20.63,38.9,9.6,6,0,1,353,6.87
20/12/2021,Olympia,47.0379,-122.9007,19.97,56.4,2.3,0,0,0,354,9.53
21/12/2021,Olympia,47.0379,-122.9007,8.22,75.3,9,1,0,0,355,15.35
22/12/2021,Olympia,47.0379,-122.9007,4.71,45.8,9.7,2,0,0,356,15.2
23/12/2021,Olympia,47.0379,-122.9007,4.76,60.3,3.7,3,0,0,357,6.4
24/12/2021,Olympia,47.0379,-122.9007,9.5,69.9,4.3,4,0,0,358,12.6
25/12/2021,Olympia,47.0379,-122.9007,8.38,55.1,5.4,5,0,1,359,6.51
26/12/2021,Olympia,47.0379,-122.9007,11.39,44.1,0.7,6,0,1,360,13.63
27/12/2021,Olympia,47.0379,-122.9007,14.24,41.4,5.9,0,0,0,361,13.95
28/12/2021,Olympia,47.0379,-122.9007,22.63,33.2,9.6,1,0,0,362,8.76
29/12/2021,Olympia,47.0379,-122.9007,15.67,62.3,1.3,2,0,0,363,13.4
30/12/2021,Olympia,47.0379,-122.9007,19.39,50.2,6.6,3,0,0,364,9.42
31/12/2021,Olympia,47.0379,-122.9007,7.92,59.2,2.3,4,0,0,365,7
01/01/2022,Olympia,47.0379,-122.9007,21.72,70.1,5.8,5,0,1,1,15.37
02/01/2022,Olympia,47.0379,-122.9007,13.63,52.7,0.7,6,0,1,2,13.79
03/01/2022,Olympia,47.0379,-122.9007,9.49,70.2,6.4,0,0,0,3,13.35
04/01/2022,Olympia,47.0379,-122.9007,7.72,36.7,6.5,1,0,0,4,16.78
05/01/2022,Olympia,47.0379,-122.9007,17.63,57.5,5.5,2,0,0,5,12.36
06/01/2022,Olympia,47.0379,-122.9007,24.5,34.2,9,3,0,0,6,15.54
07/01/2022,Olympia,47.0379,-122.9007,13.88,50.3,2.4,4,0,0,7,15.04
08/01/2022,Olympia,47.0379,-122.9007,17.35,40.8,7.3,5,0,1,8,15.54
09/01/2022,Olympia,47.0379,-122.9007,19.34,71.2,8.7,6,0,1,9,8.44
10/01/2022,Olympia,47.0379,-122.9007,18.11,81.1,5.8,0,0,0,10,8.91
11/01/2022,Olympia,47.0379,-122.9007,20.26,71.7,3.7,1,0,0,11,16.2
12/01/2022,Olympia,47.0379,-122.9007,23.96,39.4,7.5,2,0,0,12,10.01
13/01/2022,Olympia,47.0379,-122.9007,8.51,47,4.8,3,0,0,13,8.64
14/01/2022,Olympia,47.0379,-122.9007,12.36,37.6,3,4,0,0,14,7.27
15/01/2022,Olympia,47.0379,-122.9007,15.7,60.3,8.5,5,0,1,15,14.82
16/01/2022,Olympia,47.0379,-122.9007,24.11,58.1,1.3,6,0,1,16,7.13
17/01/2022,Olympia,47.0379,-122.9007,22.33,48.8,1.9,0,0,0,17,13.74
18/01/2022,Olympia,47.0379,-122.9007,6.41,31.8,0.5,1,0,0,18,11.84
19/01/2022,Olympia,47.0379,-122.9007,23.29,70.6,4.1,2,0,0,19,9.73
20/01/2022,Olympia,47.0379,-122.9007,22.24,60.8,8.5,3,0,0,20,15.66
21/01/2022,Olympia,47.0379,-122.9007,6.64,42.8,3.3,4,0,0,21,13.6
22/01/2022,Olympia,47.0379,-122.9007,6.37,72.4,9.8,5,0,1,22,12.47
23/01/2022,Olympia,47.0379,-122.9007,5.46,66.6,3.7,6,0,1,23,9.25
24/01/2022,Olympia,47.0379,-122.9007,20,49.4,4.3,0,0,0,24,8.95
25/01/2022,Olympia,47.0379,-122.9007,10.97,74.5,9.9,1,0,0,25,8.92
26/01/2022,Olympia,47.0379,-122.9007,10.5,85.2,1.6,2,0,0,26,16.76
27/01/2022,Olympia,47.0379,-122.9007,16.97,67.1,9.9,3,0,0,27,7.24
28/01/2022,Olympia,47.0379,-122.9007,8.14,31,8.4,4,0,0,28,12.78
29/01/2022,Olympia,47.0379,-122.9007,16.06,69.4,6.4,5,0,1,29,12.05
30/01/2022,Olympia,47.0379,-122.9007,16.78,61.4,3.8,6,0,1,30,11.95
31/01/2022,Olympia,47.0379,-122.9007,16.7,86.6,4.2,0,0,0,31,16.16
01/02/2022,Olympia,47.0379,-122.9007,6.81,57.9,2.7,1,0,0,32,9.07
02/02/2022,Olympia,47.0379,-122.9007,10.17,37.5,5,2,0,0,33,11.88
03/02/2022,Olympia,47.0379,-122.9007,25.53,82.3,6.3,3,0,0,34,12.37
04/02/2022,Olympia,47.0379,-122.9007,16.77,54.5,3,4,0,0,35,8.41
05/02/2022,Olympia,47.0379,-122.9007,10.57,83.8,6.7,5,0,1,36,16.17
06/02/2022,Olympia,47.0379,-122.9007,22.15,63.2,4.5,6,0,1,37,12.32
07/02/2022,Olympia,47.0379,-122.9007,9.01,61.9,2.5,0,0,0,38,9.57
08/02/2022,Olympia,47.0379,-122.9007,22.73,45.2,1.8,1,0,0,39,15.4
09/02/2022,Olympia,47.0379,-122.9007,11.14,56.7,6.6,2,0,0,40,14.77
10/02/2022,Olympia,47.0379,-122.9007,15.79,72.4,7.6,3,0,0,41,10.4
11/02/2022,Olympia,47.0379,-122.9007,22.63,33.3,1.5,4,0,0,42,14.32
12/02/2022,Olympia,47.0379,-122.9007,17.55,76.2,6.2,5,0,1,43,9.87
13/02/2022,Olympia,47.0379,-122.9007,8.38,86.4,6.7,6,0,1,44,9.79
14/02/2022,Olympia,47.0379,-122.9007,9.45,67.2,3.5,0,0,0,45,14.19
15/02/2022,Olympia,47.0379,-122.9007,25.92,37,4.8,1,0,0,46,15.31
16/02/2022,Olympia,47.0379,-122.9007,10.8,68.6,1.8,2,0,0,47,15.7
17/02/2022,Olympia,47.0379,-122.9007,15.52,65.4,2.2,3,0,0,48,9.68
18/02/2022,Olympia,47.0379,-122.9007,16.96,82,5.1,4,0,0,49,12.14
19/02/2022,Olympia,47.0379,-122.9007,7.72,50.2,8.3,5,0,1,50,13.64
20/02/2022,Olympia,47.0379,-122.9007,19.84,32,1.2,6,0,1,51,13.9
21/02/2022,Olympia,47.0379,-122.9007,21.12,38.8,3,0,0,0,52,10.4
22/02/2022,Olympia,47.0379,-122.9007,26.44,77.8,7.7,1,0,0,53,15.34
23/02/2022,Olympia,47.0379,-122.9007,16.8,56.2,4.9,2,0,0,54,13.5
24/02/2022,Olympia,47.0379,-122.9007,20.55,64.6,7.1,3,0,0,55,15.97
25/02/2022,Olympia,47.0379,-122.9007,23.58,33.3,1.1,4,0,0,56,15.96
26/02/2022,Olympia,47.0379,-122.9007,12.11,47.2,5,5,0,1,57,11.3
27/02/2022,Olympia,47.0379,-122.9007,19.38,36.7,1.9,6,0,1,58,9.48
28/02/2022,Olympia,47.0379,-122.9007,16.75,51.8,4.3,0,0,0,59,8.85
01/03/2022,Olympia,47.0379,-122.9007,21.95,87.4,4.1,1,0,0,60,16.02
02/03/2022,Olympia,47.0379,-122.9007,10.58,52.3,4.7,2,0,0,61,14.54
03/03/2022,Olympia,47.0379,-122.9007,12.12,75.3,2.5,3,0,0,62,9.97
04/03/2022,Olympia,47.0379,-122.9007,13.02,57.4,0.6,4,0,0,63,14.75
05/03/2022,Olympia,47.0379,-122.9007,26.08,43.7,5.3,5,0,1,64,13.71
06/03/2022,Olympia,47.0379,-122.9007,21.39,72.1,6.7,6,0,1,65,17.92
07/03/2022,Olympia,47.0379,-122.9007,10.06,35.8,1.3,0,0,0,66,11.96
08/03/2022,Olympia,47.0379,-122.9007,24.52,44.7,9.5,1,0,0,67,10.95
09/03/2022,Olympia,47.0379,-122.9007,24.71,45,6.4,2,0,0,68,18.78
10/03/2022,Olympia,47.0379,-122.9007,21.83,57.6,4.1,3,0,0,69,17.97
11/03/2022,Olympia,47.0379,-122.9007,19.83,63.5,3.8,4,0,0,70,9.68
12/03/2022,Olympia,47.0379,-122.9007,27.34,44.1,2.9,5,0,1,71,12.29
13/03/2022,Olympia,47.0379,-122.9007,13.67,34.8,3.5,6,0,1,72,9.32
14/03/2022,Olympia,47.0379,-122.9007,22.02,60.2,6.3,0,0,0,73,10.87
15/03/2022,Olympia,47.0379,-122.9007,13.83,37.4,7,1,0,0,74,16.61
16/03/2022,Olympia,47.0379,-122.9007,17.11,42.4,8.9,2,0,0,75,17.66
17/03/2022,Olympia,47.0379,-122.9007,8.81,51.2,3.6,3,0,0,76,14.58
18/03/2022,Olympia,47.0379,-122.9007,11.77,62.9,6.2,4,0,0,77,15.73
19/03/2022,Olympia,47.0379,-122.9007,11.36,36.4,9.3,5,0,1,78,15.75
20/03/2022,Olympia,47.0379,-122.9007,23.44,78.2,5.4,6,0,1,79,15.81
21/03/2022,Olympia,47.0379,-122.9007,10.15,32.2,0.9,0,0,0,80,10.25
22/03/2022,Olympia,47.0379,-122.9007,22.43,32.9,7.3,1,0,0,81,13.83
23/03/2022,Olympia,47.0379,-122.9007,9.6,83.5,7.7,2,0,0,82,14.14
24/03/2022,Olympia,47.0379,-122.9007,8.47,55.9,3.5,3,0,0,83,16.53
25/03/2022,Olympia,47.0379,-122.9007,11.4,75.9,5.4,4,0,0,84,19
26/03/2022,Olympia,47.0379,-122.9007,20.61,60.5,8.9,5,0,1,85,9.89
27/03/2022,Olympia,47.0379,-122.9007,12.82,87.1,8.8,6,0,1,86,9.54
28/03/2022,Olympia,47.0379,-122.9007,26.31,83.9,5.7,0,0,0,87,11.26
29/03/2022,Olympia,47.0379,-122.9007,15.1,64.1,9.1,1,0,0,88,12.15
30/03/2022,Olympia,47.0379,-122.9007,8.13,49.6,6.8,2,0,0,89,16.37
31/03/2022,Olympia,47.0379,-122.9007,9.46,84.3,9.7,3,0,0,90,18.36
01/04/2022,Olympia,47.0379,-122.9007,18.31,53.9,1.5,4,0,0,91,9.54
02/04/2022,Olympia,47.0379,-122.9007,11.1,59.3,1.2,5,0,1,92,13.14
